Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000021038;A-168WG-9W Casio;ЧАСЫ/Наручные/Casio (Япония);A-168WG-9W;2;5990;Casio (Япония);A-168WG-9W .jpg;1;0;1;0;0;1;0;;;;Стальной;есть;;WR 30m;;;;;;Пластик;;;;Мужские;;36*38;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;есть;;;;Цифровой;;5990;
Ц0000021027;A-168WGG-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A-168WGG-1A;1;5990;Casio (Япония);A-168WGG-1A .jpg;1;0;0;0;0;0;1;;;;Стальной;есть;;WR 30m;;;;;;Пластик;;;;Мужские;;36*38;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;;;;есть;Цифровой;;5990;
Ц0000021088;A-168WGG-1B Casio;ЧАСЫ/Наручные/Casio (Япония);A-168WGG-1B;2;6490;Casio (Япония);A-168WGG-1B.jpg;1;0;0;0;0;1;1;;;;Стальной;есть;;WR 30m;;;;;;Пластик;;;;;;36*38;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;;;;есть;Цифровой;;6490;
Ц0000001651;A-178WA-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A-178WA-1A;5;2990;Casio (Япония);A-178WA-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;2990;
Ц0000019571;A-500WA-1 Casio;ЧАСЫ/Наручные/Casio (Япония);A-500WA-1;2;4550;Casio (Япония);A-500WA-1.jpg;0;0;1;0;0;0;1;;;;Стальной;;;WR;;;;;;Пластик;;;;Унисекс;;39;;;;;;Минеральное;Япония;Япония;есть;;;Кварцевый;;;Прямоугольник;;есть;;;;Цифровой;;4550;
Ц0000020373;A-500WA-7 Casio;ЧАСЫ/Наручные/Casio (Япония);A-500WA-7;2;4550;Casio (Япония);A-500WA-7 .jpg;0;0;0;1;0;1;0;;;;Стальной;;;WR 30m;;;;;;Пластик;;;;Мужские;;34*39;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;;;;;Цифровой;;4550;
Ц0000008428;A-500WEA-1E Casio;ЧАСЫ/Наручные/Casio (Япония);A-500WEA-1E;1;4550;Casio (Япония);A-500WEA-1E.jpg;0;1;0;0;0;0;0;;;;Стальной;;;WR;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;4550;
Ц0000021061;A-700WM-7A Casio;ЧАСЫ/Наручные/Casio (Япония);A-700WM-7A;1;5990;Casio (Япония);A-700WM-7A .jpg;1;0;0;1;0;0;0;;;;Стальной;;;;;;;;;Нержавеющая сталь ;;;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;;;;;;;;;Цифровой;;5990;
Ц0000019908;A100WE-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A100WE-1A;1;6890;Casio (Япония);A100WE-1A.jpg;0;0;0;1;0;0;0;;;;Стальной;;;WR;;;;;;Пластик;;;;Унисекс;;33;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Прямоугольник;;есть;;;;Цифровой;;6890;
Ц0000016899;A168WEGG-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A168WEGG-1A;0;7590;Casio (Япония);A168WEGG-1A.jpg;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7590;
Ц0000019055;A171WE-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A171WE-1A;5;5590;Casio (Япония);A171WE-1A .jpg;0;1;1;1;0;1;1;;;;Стальной;есть;;WR;;;;;;Пластик;;;;Унисекс;;36;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;5590;
Ц0000019056;A171WEG-9A Casio;ЧАСЫ/Наручные/Casio (Япония);A171WEG-9A;2;7490;Casio (Япония);A171WEG-9A .jpg;0;1;1;0;0;0;0;;;;Стальной;есть;;WR;;;;;;Пластик;;;;Унисекс;;36;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;7490;
Ц0000019057;A171WEGG-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A171WEGG-1A;3;7490;Casio (Япония);A171WEGG-1A .jpg;0;0;0;1;0;1;1;;;;Стальной;есть;;WR;;;;;;Пластик;;;;Унисекс;;36;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;7490;
Ц0000015141;A700WE-1A Casio;ЧАСЫ/Наручные/Casio (Япония);A700WE-1A;5;4490;Casio (Япония);A700WE-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;4490;
Ц0000015654;A700WEM-7A Casio;ЧАСЫ/Наручные/Casio (Япония);A700WEM-7A;4;5490;Casio (Япония);A700WEM-7A.jpg;0;1;1;0;0;1;1;;;;Стальной;;;WR;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;;;;;Цифровой;;5490;
Ц0000020523;A700WG-9A Casio;ЧАСЫ/Наручные/Casio (Япония);A700WG-9A;1;6450;Casio (Япония);A700WG-9A.jpg;0;1;0;0;0;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;;;;;Цифровой;;6450;
00054662160;AE-1000W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-1A;5;3690;Casio (Япония);AE-1000W-1A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000009132;AE-1000W-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-1A3;2;3690;Casio (Япония);AE-1000W-1A3.jpg;0;0;1;0;0;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Д0000000429;AE-1000W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-1B;5;3690;Casio (Япония);AE-1000W-1B.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000007789;AE-1000W-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-2A;5;3690;Casio (Япония);AE-1000W-2A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000015810;AE-1000W-2A2 Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-2A2;1;3690;Casio (Япония);AE-1000W-2A2.jpg;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000007790;AE-1000W-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-3A;5;3690;Casio (Япония);AE-1000W-3A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000007791;AE-1000W-4A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-4A;4;3690;Casio (Япония);AE-1000W-4A.jpg;0;0;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000007892;AE-1000W-4B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-4B;5;3690;Casio (Япония);AE-1000W-4B.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
Ц0000015655;AE-1000W-7A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000W-7A;1;3690;Casio (Япония);AE-1000W-7A.jpg;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3690;
00054662161;AE-1000WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1000WD-1A;5;4590;Casio (Япония);AE-1000WD-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4590;
СТ000001222;AE-1100W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1100W-1A;5;3790;Casio (Япония);AE-1100W-1A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3790;
Д0000001211;AE-1100W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1100W-1B;3;3990;Casio (Япония);AE-1100W-1B.jpg;0;1;0;1;0;0;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;3990;
Ц0000019950;AE-1100WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1100WD-1A;5;4990;Casio (Япония);AE-1100WD-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;4990;
СТ000007925;AE-1200WH-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WH-1A;5;3990;Casio (Япония);ae-1200wh-1a.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;45;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
СТ000004504;AE-1200WH-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WH-1B;5;3990;Casio (Япония);AE-1200WH-1B             .jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000017842;AE-1200WH-1C Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WH-1C;1;3990;Casio (Япония);AE-1200WH-1C.jpg;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;45;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000016753;AE-1200WH-5A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WH-5A;2;3990;Casio (Япония);AE-1200WH-5A.jpg;0;0;1;0;0;0;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;45;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000020896;AE-1200WHB-3B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WHB-3B;3;4390;Casio (Япония);AE-1200WHB-3B.jpg;1;1;0;1;0;1;0;;;;кожа+текстиль;;;WR 100m;;;;;;Пластик;;;;Мужские;;42*45;;;;;;Органическое;Япония;;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;4390;
СТ000005821;AE-1200WHD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WHD-1A;5;5490;Casio (Япония);ae-1200whd-1a.jpg;0;1;1;1;0;1;1;;;;Стальной;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;5490;
Ц0000016039;AE-1200WHD-7A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1200WHD-7A;1;5790;Casio (Япония);AE-1200WHD-7A.jpg;0;0;0;0;0;1;0;;;;Стальной;есть;есть;WR 100m;;;;;;Пластик;;;;Мужские;;48;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;;Цифровой;;5790;
Ц0000015127;AE-1300WH-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1300WH-1A;4;3990;Casio (Япония);AE-1300WH-1A.jpg;0;1;1;0;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000003917;AE-1300WH-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1300WH-1A2;1;3990;Casio (Япония);AE-1300WH-1A2.jpg;0;0;0;1;0;0;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;45;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000001977;AE-1300WH-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1300WH-2A;5;3990;Casio (Япония);AE-1300WH-2A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000002334;AE-1300WH-4A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1300WH-4A;1;3990;Casio (Япония);AE-1300WH-4A.jpg;0;0;0;0;0;0;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Квадрат;;есть;;;есть;Цифровой;;3990;
Ц0000002335;AE-1300WH-8A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1300WH-8A;5;3990;Casio (Япония);AE-1300WH-8A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Квадрат;;есть;;;;Цифровой;;3990;
Ц0000011218;AE-1400WH-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1400WH-1A;1;4990;Casio (Япония);AE-1400WH-1A.jpg;0;0;0;0;0;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4990;
Ц0000015142;AE-1400WH-9A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1400WH-9A;1;4990;Casio (Япония);AE-1400WH-9A.jpg;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4990;
Ц0000020213;AE-1400WHD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1400WHD-1A;5;5490;Casio (Япония);AE-1400WHD-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;5490;
Ц0000018748;AE-1500WH-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1500WH-1A;6;4990;Casio (Япония);AE-1500WH-1A.jpg;0;2;1;1;0;1;1;есть;;;Пластиковый;;есть;WR 100m;;;;;;Пластик;;;;Мужские;;51;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;;;4990;
Ц0000017975;AE-1500WH-5A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1500WH-5A;5;4990;Casio (Япония);AE-1500WH-5A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;;;Мужские;;51;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4990;
Ц0000018749;AE-1500WH-8B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1500WH-8B;3;4990;Casio (Япония);AE-1500WH-8B.jpg;0;1;1;0;0;0;1;есть;;;Пластиковый;;есть;WR 100m;;;;;;Пластик;;;;Мужские;;51;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;;;4990;
Ц0000020715;AE-1500WHX-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1500WHX-3A;1;4990;Casio (Япония);AE-1500WHX-3A.jpg;0;0;0;0;0;0;1;есть;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;54;;;;;;Органическое;Япония;;есть;;;Кварцевый;есть;;;;;;;есть;Цифровой;;4990;
00054663064;AE-2000W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2000W-1A;4;5790;Casio (Япония);AE-2000W-1A.jpg;0;1;1;1;0;1;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;5790;
Д0000000025;AE-2000WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2000WD-1A;5;5990;Casio (Япония);AE-2000WD-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR 200m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;5990;
Ц0000006250;AE-2100W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2100W-1A;2;4890;Casio (Япония);AE-2100W-1A.jpg;0;0;1;0;0;0;1;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4890;
Ц0000006251;AE-2100W-4A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2100W-4A;1;4890;Casio (Япония);AE-2100W-4a.jpg;0;1;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4890;
Ц0000009255;AE-3000W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-3000W-1A;4;4990;Casio (Япония);AE-3000W-1A.jpg;0;1;1;0;0;1;1;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;57;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4990;
Ц0000009256;AE-3000W-9A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-3000W-9A;1;5450;Casio (Япония);AE-3000W-9A.jpg;0;1;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;57;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;5450;
Ц0000009257;AE-3000WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-3000WD-1A;3;5690;Casio (Япония);AE-3000WD-1A.jpg;0;0;0;1;0;1;1;;;;Стальной;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;5690;
Ц0000008210;AEQ-100W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-100W-1A;4;5590;Casio (Япония);AEQ-100W-1A.jpg;0;1;1;1;0;1;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000020901;AEQ-100W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-100W-1B;2;5390;Casio (Япония);AEQ-100W-1B.jpg;1;1;0;0;0;0;1;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;48;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Комбинированный;;5390;
Ц0000007894;AEQ-110W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-1A;3;5590;Casio (Япония);AEQ-110W-1A.jpg;0;1;0;1;0;0;1;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000021264;AEQ-110W-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-1A3;3;5590;Casio (Япония);AEQ-110W-1A3.jpg;1;0;0;1;0;1;1;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000010516;AEQ-110W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-1B;1;5590;Casio (Япония);AEQ-110W-1B.jpg;0;0;0;1;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Комбинированный;;5590;
Ц0000007895;AEQ-110W-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-2A;5;5590;Casio (Япония);AEQ-110W-2A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000014166;AEQ-110W-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-3A;2;5590;Casio (Япония);AEQ-110W-3A.jpg;0;1;1;0;0;0;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000020214;AEQ-120W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-120W-1A;4;5590;Casio (Япония);AEQ-120W-1A .jpg;0;0;1;1;0;1;1;;;;Полиуретановый;;;WR 100m;;;;;;Пластик;;;;Мужские;;53;;;;;;Органическое;Япония;;;;;Кварцевый;есть;;Круг;;;;;есть;Цифровой;;5590;
Ц0000020215;AEQ-120W-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-120W-2A;4;5590;Casio (Япония);AEQ-120W-2A.jpg;0;1;0;1;0;1;1;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;53;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;есть;Комбинированный;;5590;
Ц0000020829;AEQ-120W-9A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-120W-9A;2;5590;Casio (Япония);AEQ-120W-9A.jpg;0;1;0;0;0;0;1;;;;Полиуретановый;;;WR 100m;;;;;;Пластик;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;;;;;;;Комбинированный;;5590;
Ц0000016272;AEQ-200W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-200W-1A;1;7850;Casio (Япония);AEQ-200W-1A.jpg;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;7850;
Ц0000021075;AEQ-200W-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-200W-3A;1;7990;Casio (Япония);AEQ-200W-3A.jpg;1;0;0;0;0;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;54;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;7990;
00054663174;AMW-702-7A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-702-7A;0;7490;Casio (Япония);amw-702-7a.jpg;0;0;0;0;0;0;0;;;;Полиуретановый;есть;есть;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;есть;есть;есть;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;7490;
00054655137;AMW-705D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-705D-1A;0;11350;Casio (Япония);AMW-705D-1A.jpg;0;0;0;0;0;0;0;;;;Стальной;есть;;WR 100m;;;;;;Нержавеющая сталь ;;;есть;Мужские;;49;;;;;;Минеральное;Япония;;есть;;есть;Кварцевый;;;Круг;;есть;;;;Комбинированный;;11350;
Ц0000011219;AMW-830L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-830L-1A;1;8990;Casio (Япония);AMW-830L-1A.jpg;0;1;0;0;0;0;0;;;;Кожаный ремешок;есть;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;8990;
Ц0000020322;AMW-870-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-870-1A;4;8990;Casio (Япония);AMW-870-1A.jpg;0;1;0;1;0;1;1;есть;;;Каучуковый;есть;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;8990;
